instance, k, h, cost, gt, optimal, time
20, 1, 0.8, 3077, 2986, 0, 0.174046
20, 2, 0.2, 9021, 8567, 0, 0.492811
20, 2, 0.4, 5763, 4897, 0, 0.345945
20, 2, 0.6, 3379, 3260, 0, 0.446796
20, 2, 0.8, 3442, 2980, 0, 0.149965
20, 3, 0.2, 6338, 6331, 0, 0.13423
20, 3, 0.4, 4044, 3883, 0, 0.153065
20, 3, 0.6, 3583, 3600, 0, 0.172138
20, 3, 0.8, 3583, 3600, 0, 0.203133
20, 4, 0.2, 9421, 9478, 0, 0.22006
20, 4, 0.4, 5156, 5122, 0, 0.221014
20, 4, 0.6, 3345, 3336, 0, 0.288963
20, 4, 0.8, 3391, 3040, 0, 0.241041
20, 5, 0.2, 4366, 4340, 0, 0.204802
20, 5, 0.4, 2655, 2571, 0, 0.190973
20, 5, 0.6, 2512, 2206, 0, 0.378847
20, 5, 0.8, 2512, 2206, 0, 0.448942
20, 6, 0.2, 6688, 6766, 0, 0.291109
20, 6, 0.4, 3931, 3601, 0, 0.257969
20, 6, 0.6, 3415, 3016, 0, 0.243902
20, 6, 0.8, 4098, 3016, 0, 0.267029
20, 7, 0.2, 11376, 1110, 0, 0.252008
20, 7, 0.4, 6296, 16357, 0, 0.446081
20, 7, 0.6, 4148, 4175, 0, 0.28491
20, 7, 0.8, 4431, 3900, 0, 0.252962
20, 8, 0.2, 4219, 4203, 0, 0.236988
20, 8, 0.4, 2613, 2151, 0, 0.217915
20, 8, 0.6, 1650, 1638, 0, 0.207901
20, 8, 0.8, 1657, 1638, 0, 0.19908
20, 9, 0.2, 3573, 3530, 0, 0.215054
20, 9, 0.4, 2133, 2097, 0, 0.386
20, 9, 0.6, 2133, 1992, 0, 0.495911
20, 9, 0.8, 2133, 1992, 0, 0.128984
20, 10, 0.2, 5620, 5545, 0, 0.119925
20, 10, 0.4, 4227, 3192, 0, 0.114918
20, 10, 0.6, 2162, 2116, 0, 0.110149
20, 10, 0.8, 2249, 1995, 0, 0.108004
50, 1, 0.2, 41641, 42363, 0, 0.290871
50, 1, 0.4, 25291, 24868, 0, 0.222921
50, 1, 0.6, 19280, 17990, 0, 0.209808
50, 1, 0.8, 21393, 17990, 0, 0.204086
50, 2, 0.2, 32221, 33637, 0, 0.256062
50, 2, 0.4, 20188, 19279, 0, 0.46587
50, 2, 0.6, 14563, 14231, 0, 0.742197
50, 2, 0.8, 14739, 14132, 0, 0.343084
50, 3, 0.2, 38825, 37641, 0, 0.316858
50, 3, 0.4, 22971, 21353, 0, 0.338793
50, 3, 0.6, 17819, 16497, 0, 0.503063
50, 3, 0.8, 17492, 16497, 0, 0.434875
50, 4, 0.2, 30413, 30166, 0, 0.427008
50, 4, 0.4, 19206, 17495, 0, 0.494003
50, 4, 0.6, 14717, 14105, 0, 0.520945
50, 4, 0.8, 14941, 14105, 0, 0.559807
50, 5, 0.2, 33445, 32604, 0, 0.237703
50, 5, 0.4, 19333, 18441, 0, 0.199795
50, 5, 0.6, 15042, 14650, 0, 0.193834
50, 5, 0.8, 15427, 14650, 0, 0.187874
50, 6, 0.2, 38905, 36920, 0, 0.199795
50, 6, 0.4, 24115, 21497, 0, 0.19598
50, 6, 0.6, 15695, 14251, 0, 0.190973
50, 6, 0.8, 14542, 14075, 0, 0.18692
50, 7, 0.2, 44281, 44277, 0, 0.216007
50, 7, 0.4, 24535, 23883, 0, 0.30899
50, 7, 0.6, 17953, 17715, 0, 0.439882
50, 7, 0.8, 19657, 17715, 0, 0.211954
50, 8, 0.2, 46200, 46065, 0, 0.329018
50, 8, 0.4, 27054, 25402, 0, 0.291109
50, 8, 0.6, 22692, 21367, 0, 0.268936
50, 8, 0.8, 24145, 21367, 0, 0.267982
50, 9, 0.2, 36409, 36397, 0, 0.285149
50, 9, 0.4, 22397, 21929, 0, 1.085043
50, 9, 0.6, 15223, 14298, 0, 0.315189
50, 9, 0.8, 15266, 13952, 0, 0.208855
50, 10, 0.2, 36702, 35797, 0, 0.206947
50, 10, 0.4, 22104, 20048, 0, 0.575304
50, 10, 0.6, 15368, 14377, 0, 1.011133
50, 10, 0.8, 15407, 14377, 0, 0.449181
100, 1, 0.2, 158957, 156103, 0, 0.499964
100, 1, 0.4, 94442, 89588, 0, 0.524044
100, 1, 0.6, 74639, 72019, 0, 0.552177
100, 1, 0.8, 76957, 72019, 0, 0.577688
100, 2, 0.2, 133648, 132605, 0, 0.737667
100, 2, 0.4, 79854, 74854, 0, 0.464678
100, 2, 0.6, 61097, 59351, 0, 0.993013
100, 2, 0.8, 62074, 59351, 0, 0.522137
100, 3, 0.2, 140469, 137463, 0, 0.777006
100, 3, 0.4, 87305, 85363, 0, 0.941038
100, 3, 0.6, 70428, 68537, 0, 1.321316
100, 3, 0.8, 70509, 68537, 0, 0.725746
100, 4, 0.2, 139599, 137265, 0, 1.072168
100, 4, 0.4, 99555, 87730, 0, 1.996756
100, 4, 0.6, 75552, 69231, 0, 0.435114
100, 4, 0.8, 83317, 69231, 0, 0.388145
100, 5, 0.2, 132923, 136761, 0, 0.379086
100, 5, 0.4, 86544, 76424, 0, 0.423908
100, 5, 0.6, 59290, 55291, 0, 0.741005
100, 5, 0.8, 57667, 55277, 0, 0.659227
100, 6, 0.2, 142931, 151938, 0, 0.792742
100, 6, 0.4, 91237, 86724, 0, 0.626087
100, 6, 0.6, 67405, 62519, 0, 0.652075
100, 6, 0.8, 67916, 62519, 0, 2.094984
100, 7, 0.2, 143080, 141613, 0, 1.280069
100, 7, 0.4, 92141, 79854, 0, 1.06883
100, 7, 0.6, 69159, 62213, 0, 0.938177
100, 7, 0.8, 69584, 62213, 0, 1.120806
100, 8, 0.2, 167855, 168086, 0, 1.000881
100, 8, 0.4, 98411, 95361, 0, 0.717163
100, 8, 0.6, 85087, 80844, 0, 0.665903
100, 8, 0.8, 85134, 80844, 0, 0.684738
100, 9, 0.2, 122711, 125153, 0, 3.880739
100, 9, 0.4, 83281, 73605, 0, 3.044128
100, 9, 0.6, 61208, 58771, 0, 3.750086
100, 9, 0.8, 64825, 58771, 0, 2.377033
100, 10, 0.2, 125077, 124446, 0, 3.878117
100, 10, 0.4, 81205, 72399, 0, 2.878189
100, 10, 0.6, 62627, 61419, 0, 2.650976
100, 10, 0.8, 62643, 61419, 0, 2.245188
200, 1, 0.2, 539679, 526666, 0, 5.368948
200, 1, 0.4, 325598, 301449, 0, 1.557827
200, 1, 0.6, 264739, 254268, 0, 2.967834
200, 1, 0.8, 267451, 254268, 0, 2.384901
200, 2, 0.2, 580161, 566643, 0, 1.967907
200, 2, 0.4, 362910, 335714, 0, 1.805067
200, 2, 0.6, 277292, 266028, 0, 2.189159
200, 2, 0.8, 283314, 266028, 0, 1.600027
200, 3, 0.2, 522839, 529919, 0, 6.564856
200, 3, 0.4, 348041, 308278, 0, 3.309727
200, 3, 0.6, 267091, 254647, 0, 6.561995
200, 3, 0.8, 274233, 254647, 0, 3.001928
200, 4, 0.2, 612792, 603709, 0, 1.318932
200, 4, 0.4, 397358, 360852, 0, 11.817932
200, 4, 0.6, 305540, 297269, 0, 1.126051
200, 4, 0.8, 312013, 297269, 0, 2.370834
200, 5, 0.2, 553624, 547953, 0, 0.70715
200, 5, 0.4, 334335, 322268, 0, 0.968218
200, 5, 0.6, 271446, 260455, 0, 1.473904
200, 5, 0.8, 271493, 260455, 0, 2.544165
200, 6, 0.2, 508300, 502276, 0, 1.295805
200, 6, 0.4, 313821, 292453, 0, 1.778364
200, 6, 0.6, 249543, 236160, 0, 0.896931
200, 6, 0.8, 262656, 236160, 0, 0.832081
200, 7, 0.2, 483590, 479651, 0, 0.96488
200, 7, 0.4, 321669, 279576, 0, 0.980139
200, 7, 0.6, 263144, 247555, 0, 0.864029
200, 7, 0.8, 271736, 247555, 0, 1.072884
200, 8, 0.2, 527412, 530896, 0, 1.343012
200, 8, 0.4, 319675, 288746, 0, 2.692938
200, 8, 0.6, 238590, 225572, 0, 0.986099
200, 8, 0.8, 251409, 225572, 0, 0.940084
200, 9, 0.2, 574103, 575353, 0, 1.29509
200, 9, 0.4, 348498, 331107, 0, 0.984192
200, 9, 0.6, 267373, 255029, 0, 0.928164
200, 9, 0.8, 282642, 255029, 0, 0.891209
200, 10, 0.2, 580144, 572866, 0, 1.160383
200, 10, 0.4, 376156, 332808, 0, 0.865936
200, 10, 0.6, 292862, 269236, 0, 1.081228
200, 10, 0.8, 316097, 269236, 0, 2.452135
500, 1, 0.2, 3138178, 3113088, 0, 3.145933
500, 1, 0.4, 2032075, 1839902, 0, 2.690077
500, 1, 0.6, 1663999, 1581233, 0, 2.812862
500, 1, 0.8, 1705377, 1581233, 0, 3.04985
500, 2, 0.2, 3616558, 3569058, 0, 2.016068
500, 2, 0.4, 2162043, 2064998, 0, 1.923084
500, 2, 0.6, 1791032, 1715332, 0, 3.62587
500, 2, 0.8, 1863766, 1715322, 0, 2.25091
500, 3, 0.2, 3342754, 3300744, 0, 1.900196
500, 3, 0.4, 2088752, 1909304, 0, 1.905918
500, 3, 0.6, 1735967, 1644947, 0, 1.943827
500, 3, 0.8, 1774434, 1644947, 0, 1.657009
500, 4, 0.2, 3412306, 3408867, 0, 2.926111
500, 4, 0.4, 2090547, 1930829, 0, 3.066063
500, 4, 0.6, 1723679, 1640942, 0, 1.763105
500, 4, 0.8, 1753084, 1640942, 0, 1.731873
500, 5, 0.2, 3370358, 3377547, 0, 2.135992
500, 5, 0.4, 2036100, 1881221, 0, 4.192114
500, 5, 0.6, 1533560, 1468325, 0, 3.46303
500, 5, 0.8, 1585626, 1468325, 0, 1.816034
500, 6, 0.2, 3053214, 3024082, 0, 1.84083
500, 6, 0.4, 1810863, 1658411, 0, 1.765966
500, 6, 0.6, 1472935, 1413345, 0, 3.381014
500, 6, 0.8, 1472374, 1413345, 0, 2.805948
500, 7, 0.2, 3438497, 3381166, 0, 3.278971
500, 7, 0.4, 2119742, 1971176, 0, 1.940012
500, 7, 0.6, 1706559, 1634912, 0, 2.151251
500, 7, 0.8, 1735595, 1634912, 0, 2.392769
500, 8, 0.2, 3380229, 3376678, 0, 3.991127
500, 8, 0.4, 2060316, 1924191, 0, 3.120899
500, 8, 0.6, 1619227, 1542090, 0, 1.820087
500, 8, 0.8, 1694316, 1542090, 0, 1.838923
500, 9, 0.2, 3629653, 3617807, 0, 1.993895
500, 9, 0.4, 2219302, 2065647, 0, 2.733946
500, 9, 0.6, 1736397, 1684055, 0, 2.735138
500, 9, 0.8, 1754132, 1684055, 0, 2.508879
500, 10, 0.2, 3360884, 3315019, 0, 1.896143
500, 10, 0.4, 2156217, 1928579, 0, 1.791954
500, 10, 0.6, 1587365, 1520515, 0, 2.025127
500, 10, 0.8, 1656407, 1520515, 0, 3.01218
1000, 1, 0.2, 15157888, 15190371, 0, 5.884886
1000, 1, 0.4, 9295368, 8570154, 0, 8.416891
1000, 1, 0.6, 6831515, 6411581, 0, 7.547855
1000, 1, 0.8, 7111867, 6411581, 0, 8.015156
1000, 2, 0.2, 13294865, 13356727, 0, 8.652925
1000, 2, 0.4, 8435309, 7592040, 0, 4.74
1000, 2, 0.6, 6387465, 6112598, 0, 6.074905
1000, 2, 0.8, 6612538, 6112598, 0, 6.595135
1000, 3, 0.2, 12935089, 12919259, 0, 3.560781
1000, 3, 0.4, 8063034, 7313736, 0, 6.565809
1000, 3, 0.6, 6227444, 5985538, 0, 3.599167
1000, 3, 0.8, 6427572, 5985538, 0, 3.40724
1000, 4, 0.2, 12763381, 12705290, 0, 5.484104
1000, 4, 0.4, 8014776, 7300217, 0, 5.130053
1000, 4, 0.6, 6359772, 6096729, 0, 3.561258
1000, 4, 0.8, 6554395, 6096729, 0, 6.239891
1000, 5, 0.2, 13476191, 13276868, 0, 4.435062
1000, 5, 0.4, 8494594, 7738367, 0, 5.733013
1000, 5, 0.6, 6618817, 6348242, 0, 5.907297
1000, 5, 0.8, 6782349, 6348242, 0, 3.334999
1000, 6, 0.2, 12430484, 12236080, 0, 6.356955
1000, 6, 0.4, 7931877, 7144491, 0, 4.448891
1000, 6, 0.6, 6375276, 6082142, 0, 3.724098
1000, 6, 0.8, 6430871, 6082142, 0, 6.439924
1000, 7, 0.2, 14253030, 14160773, 0, 5.575895
1000, 7, 0.4, 9111655, 8426024, 0, 3.593922
1000, 7, 0.6, 7018814, 6575879, 0, 6.984949
1000, 7, 0.8, 7495166, 6575879, 0, 3.480196
1000, 8, 0.2, 13372174, 13314723, 0, 4.06599
1000, 8, 0.4, 8254907, 7508507, 0, 5.761862
1000, 8, 0.6, 6384640, 6069658, 0, 3.510952
1000, 8, 0.8, 6659784, 6069658, 0, 3.455877
1000, 9, 0.2, 12618433, 12433821, 0, 6.247282
1000, 9, 0.4, 8276786, 7299271, 0, 4.560947
1000, 9, 0.6, 6463066, 6188416, 0, 3.988981
1000, 9, 0.8, 6641854, 6188416, 0, 5.815983
1000, 10, 0.2, 13556882, 13395234, 0, 3.710985
1000, 10, 0.4, 8246064, 7617658, 0, 3.682852
1000, 10, 0.6, 6475596, 6147295, 0, 5.622864
1000, 10, 0.8, 6766900, 6147295, 0, 3.452063
