instance, k, h, cost, gt, optimal, time
10, 1, 0.2, 1937, 1936, 0, 0.286818
10, 1, 0.4, 1031, 1025, 0, 0.102997
10, 1, 0.6, 867, 841, 1, 0.086069
10, 1, 0.8, 857, 818, 1, 0.078917
10, 2, 0.2, 1106, 1042, 0, 0.09203
10, 2, 0.4, 615, 615, 1, 0.073195
10, 2, 0.6, 664, 615, 1, 0.081778
10, 2, 0.8, 664, 615, 1, 0.077248
10, 3, 0.2, 1731, 1586, 0, 0.081778
10, 3, 0.4, 972, 917, 0, 0.089169
10, 3, 0.6, 793, 793, 1, 0.075102
10, 3, 0.8, 793, 793, 1, 0.084877
10, 4, 0.2, 2183, 2139, 0, 0.087023
10, 4, 0.4, 1251, 1230, 0, 0.115871
10, 4, 0.6, 815, 815, 1, 0.084877
10, 4, 0.8, 815, 803, 0, 0.126839
10, 5, 0.2, 1214, 1187, 0, 0.115871
10, 5, 0.4, 914, 630, 0, 0.082254
10, 5, 0.6, 601, 521, 1, 0.075102
10, 5, 0.8, 601, 521, 1, 0.072002
10, 6, 0.2, 1530, 1521, 0, 0.078917
10, 6, 0.4, 922, 908, 1, 0.076771
10, 6, 0.6, 770, 755, 1, 0.078201
10, 6, 0.8, 773, 755, 1, 0.075817
10, 7, 0.2, 2628, 2170, 0, 0.080824
10, 7, 0.4, 1638, 1374, 1, 0.082016
10, 7, 0.6, 1110, 1101, 0, 0.077963
10, 7, 0.8, 1237, 1083, 1, 0.077963
10, 8, 0.2, 1734, 1720, 0, 0.083923
10, 8, 0.4, 1020, 1020, 0, 0.082016
10, 8, 0.6, 612, 610, 1, 0.080109
10, 8, 0.8, 583, 540, 1, 0.080824
10, 9, 0.2, 1749, 1574, 0, 0.089169
10, 9, 0.4, 1151, 876, 1, 0.146866
10, 9, 0.6, 744, 582, 1, 0.144243
10, 9, 0.8, 632, 554, 1, 0.247002
10, 10, 0.2, 1955, 1869, 0, 0.221968
10, 10, 0.4, 1140, 1136, 0, 0.161171
10, 10, 0.6, 713, 710, 0, 0.127077
10, 10, 0.8, 719, 671, 1, 0.115156
20, 1, 0.2, 4498, 4431, 0, 0.17786
20, 1, 0.4, 3071, 3066, 0, 0.16427
20, 1, 0.6, 3077, 2986, 0, 0.157833
