instance, k, h, cost, gt, optimal, time
50, 5, 0.4, 19333, 18441, 0, 0.199795
50, 5, 0.6, 15042, 14650, 0, 0.200987
50, 5, 0.8, 15455, 14650, 0, 0.197172
50, 6, 0.2, 38905, 36920, 0, 0.209093
50, 6, 0.4, 24141, 21497, 0, 0.212908
50, 6, 0.6, 15695, 14251, 0, 0.200987
50, 6, 0.8, 14536, 14075, 0, 0.198126
100, 1, 0.2, 159386, 156103, 0, 0.861883
100, 1, 0.4, 94566, 89588, 0, 0.720024
100, 1, 0.6, 74634, 72019, 0, 0.824928
100, 1, 0.8, 76939, 72019, 0, 0.693083
100, 2, 0.2, 131446, 132605, 0, 0.389099
100, 2, 0.4, 79624, 74854, 0, 0.384092
100, 2, 0.6, 61078, 59351, 0, 0.373125
100, 2, 0.8, 62090, 59351, 0, 0.368118
100, 3, 0.2, 141012, 137463, 0, 0.379801
100, 3, 0.4, 87357, 85363, 0, 0.430107
100, 3, 0.6, 70411, 68537, 0, 0.458956
100, 3, 0.8, 70598, 68537, 0, 0.36931
100, 4, 0.2, 140155, 137265, 0, 0.399828
100, 4, 0.4, 99732, 87730, 0, 0.390053
100, 4, 0.6, 75533, 69231, 0, 0.39196
100, 4, 0.8, 83348, 69231, 0, 0.4282
100, 5, 0.2, 133770, 136761, 0, 0.435114
100, 5, 0.4, 86672, 76424, 0, 0.393152
100, 5, 0.6, 59286, 55291, 0, 0.393152
100, 5, 0.8, 57688, 55277, 0, 0.388861
100, 6, 0.2, 142999, 151938, 0, 0.393867
100, 6, 0.4, 91332, 86724, 0, 0.393867
100, 6, 0.6, 67316, 62519, 0, 0.387192
100, 6, 0.8, 67927, 62519, 0, 0.385046
200, 1, 0.2, 533726, 526666, 0, 0.769138
200, 1, 0.4, 325905, 301449, 0, 0.705004
200, 1, 0.6, 264719, 254268, 0, 0.683069
200, 1, 0.8, 267392, 254268, 0, 0.803947
200, 2, 0.2, 570469, 566643, 0, 0.837088
200, 2, 0.4, 363425, 335714, 0, 0.866175
200, 2, 0.6, 277238, 266028, 0, 0.703096
200, 2, 0.8, 283362, 266028, 0, 0.674248
200, 3, 0.2, 524257, 529919, 0, 0.690222
200, 3, 0.4, 348339, 308278, 0, 0.69499
200, 3, 0.6, 267034, 254647, 0, 0.686169
200, 3, 0.8, 274392, 254647, 0, 0.695229
200, 4, 0.2, 613854, 603709, 0, 1.753092
200, 4, 0.4, 397925, 360852, 0, 1.443148
200, 4, 0.6, 305413, 297269, 0, 1.621008
200, 4, 0.8, 312072, 297269, 0, 1.404047
200, 5, 0.2, 553586, 547953, 0, 2.807856
200, 5, 0.4, 332317, 322268, 0, 1.563072
200, 5, 0.6, 271404, 260455, 0, 1.230955
200, 5, 0.8, 271479, 260455, 0, 0.686884
200, 6, 0.2, 505608, 502276, 0, 0.762701
200, 6, 0.4, 313989, 292453, 0, 1.405001
200, 6, 0.6, 249477, 236160, 0, 1.304865
200, 6, 0.8, 262849, 236160, 0, 0.874043
500, 1, 0.2, 3135407, 3113088, 0, 3.171682
500, 1, 0.4, 2016667, 1839902, 0, 1.957893
500, 1, 0.6, 1663678, 1581233, 0, 2.471924
500, 1, 0.8, 1706223, 1581233, 0, 1.760721
500, 2, 0.2, 3615502, 3569058, 0, 1.811028
500, 2, 0.4, 2163875, 2064998, 0, 2.937794
500, 2, 0.6, 1790671, 1715332, 0, 1.991987
500, 2, 0.8, 1864498, 1715322, 0, 1.667023
500, 3, 0.2, 3335496, 3300744, 0, 2.713203
500, 3, 0.4, 2090537, 1909304, 0, 1.77002
500, 3, 0.6, 1735601, 1644947, 0, 1.899004
500, 3, 0.8, 1774418, 1644947, 0, 3.206015
500, 4, 0.2, 3420442, 3408867, 0, 2.234936
500, 4, 0.4, 2092325, 1930829, 0, 3.777027
500, 4, 0.6, 1723174, 1640942, 0, 2.96402
500, 4, 0.8, 1753089, 1640942, 0, 3.222942
500, 5, 0.2, 3363319, 3377547, 0, 2.584934
500, 5, 0.4, 2027917, 1881221, 0, 4.217863
500, 5, 0.6, 1533155, 1468325, 0, 1.78504
500, 5, 0.8, 1586070, 1468325, 0, 2.975941
500, 6, 0.2, 3017814, 3024082, 0, 4.90427
500, 6, 0.4, 1807575, 1658411, 0, 3.434896
500, 6, 0.6, 1472815, 1413345, 0, 3.379345
500, 6, 0.8, 1471994, 1413345, 0, 2.497673
1000, 1, 0.2, 15012574, 15190371, 0, 8.143902
1000, 1, 0.4, 9284600, 8570154, 0, 7.696867
1000, 1, 0.6, 6839076, 6411581, 0, 5.476713
1000, 1, 0.8, 7113626, 6411581, 0, 6.052971
1000, 2, 0.2, 13334740, 13356727, 0, 45.314074
1000, 2, 0.4, 8393855, 7592040, 0, 6.679058
1000, 2, 0.6, 6384778, 6112598, 0, 6.750822
1000, 2, 0.8, 6613735, 6112598, 0, 5.254269
1000, 3, 0.2, 12910139, 12919259, 0, 8.981943
1000, 3, 0.4, 8070140, 7313736, 0, 4.633665
1000, 3, 0.6, 6226250, 5985538, 0, 6.915092
1000, 3, 0.8, 6428729, 5985538, 0, 7.013321
1000, 4, 0.2, 12808212, 12705290, 0, 6.827116
1000, 4, 0.4, 8021439, 7300217, 0, 6.044865
1000, 4, 0.6, 6358708, 6096729, 0, 4.974127
1000, 4, 0.8, 6555275, 6096729, 0, 9.70602
1000, 5, 0.2, 13530399, 13276868, 0, 8.276224
1000, 5, 0.4, 8477754, 7738367, 0, 10.335207
1000, 5, 0.6, 6617525, 6348242, 0, 8.385897
1000, 5, 0.8, 6783068, 6348242, 0, 6.781101
1000, 6, 0.2, 12456436, 12236080, 0, 3.93486
1000, 6, 0.4, 7920737, 7144491, 0, 4.835844
1000, 6, 0.6, 6374133, 6082142, 0, 6.351709
1000, 6, 0.8, 6431517, 6082142, 0, 3.993988
