instance, k, h, cost, gt, optimal, time
100, 1, 0.4, 94566, 89588, 0, 0.442982
100, 1, 0.6, 74634, 72019, 0, 0.993967
100, 1, 0.8, 76939, 72019, 0, 1.036882
100, 2, 0.2, 131446, 132605, 0, 0.491142
100, 2, 0.4, 79624, 74854, 0, 0.759125
100, 2, 0.6, 61078, 59351, 0, 0.560045
100, 2, 0.8, 62090, 59351, 0, 0.763893
100, 3, 0.2, 141012, 137463, 0, 0.642061
100, 3, 0.4, 87357, 85363, 0, 0.515223
100, 3, 0.6, 70411, 68537, 0, 0.727654
100, 3, 0.8, 70598, 68537, 0, 0.469923
100, 4, 0.2, 140155, 137265, 0, 1.297951
100, 4, 0.4, 99732, 87730, 0, 0.507116
100, 4, 0.6, 75533, 69231, 0, 0.650167
100, 4, 0.8, 83348, 69231, 0, 0.477076
100, 5, 0.2, 133770, 136761, 0, 1.211882
100, 5, 0.4, 86672, 76424, 0, 0.470161
100, 5, 0.6, 59286, 55291, 0, 0.586033
100, 5, 0.8, 57688, 55277, 0, 0.519037
100, 6, 0.2, 142999, 151938, 0, 1.231909
100, 6, 0.4, 91332, 86724, 0, 0.52619
100, 6, 0.6, 67316, 62519, 0, 0.623226
100, 6, 0.8, 67927, 62519, 0, 0.51403
200, 1, 0.2, 533726, 526666, 0, 0.730991
200, 1, 0.4, 325905, 301449, 0, 1.163006
200, 1, 0.6, 264719, 254268, 0, 0.780821
200, 1, 0.8, 267392, 254268, 0, 0.7689
200, 2, 0.2, 570469, 566643, 0, 1.479149
200, 2, 0.4, 363425, 335714, 0, 1.359224
200, 2, 0.6, 277238, 266028, 0, 1.285791
200, 2, 0.8, 283362, 266028, 0, 1.898289
200, 3, 0.2, 524257, 529919, 0, 0.859261
200, 3, 0.4, 348339, 308278, 0, 0.88191
200, 3, 0.6, 267034, 254647, 0, 0.93627
200, 3, 0.8, 274392, 254647, 0, 0.762224
200, 4, 0.2, 613854, 603709, 0, 0.807047
200, 4, 0.4, 397925, 360852, 0, 0.869989
200, 4, 0.6, 305413, 297269, 0, 0.769138
200, 4, 0.8, 312072, 297269, 0, 0.812054
200, 5, 0.2, 553586, 547953, 0, 0.941992
200, 5, 0.4, 332317, 322268, 0, 0.74625
200, 5, 0.6, 271404, 260455, 0, 0.792027
200, 5, 0.8, 271479, 260455, 0, 0.725031
200, 6, 0.2, 505608, 502276, 0, 0.818014
200, 6, 0.4, 313989, 292453, 0, 0.834227
200, 6, 0.6, 249477, 236160, 0, 0.999212
200, 6, 0.8, 262849, 236160, 0, 0.809908
500, 1, 0.2, 3135407, 3113088, 0, 1.827955
500, 1, 0.4, 2016667, 1839902, 0, 1.886129
500, 1, 0.6, 1663678, 1581233, 0, 1.784086
500, 1, 0.8, 1706223, 1581233, 0, 3.034115
500, 2, 0.2, 3615502, 3569058, 0, 2.032042
500, 2, 0.4, 2163875, 2064998, 0, 1.962185
500, 2, 0.6, 1790671, 1715332, 0, 1.941919
500, 2, 0.8, 1864498, 1715322, 0, 1.859903
500, 3, 0.2, 3335496, 3300744, 0, 2.436161
500, 3, 0.4, 2090537, 1909304, 0, 1.788855
500, 3, 0.6, 1735601, 1644947, 0, 2.229691
500, 3, 0.8, 1774418, 1644947, 0, 2.234936
500, 4, 0.2, 3420442, 3408867, 0, 2.034187
500, 4, 0.4, 2092325, 1930829, 0, 1.791954
500, 4, 0.6, 1723174, 1640942, 0, 1.779795
500, 4, 0.8, 1753089, 1640942, 0, 1.845121
500, 5, 0.2, 3363319, 3377547, 0, 1.737356
500, 5, 0.4, 2027917, 1881221, 0, 1.919985
500, 5, 0.6, 1533155, 1468325, 0, 1.894951
500, 5, 0.8, 1586070, 1468325, 0, 1.877069
500, 6, 0.2, 3017814, 3024082, 0, 1.846075
500, 6, 0.4, 1807575, 1658411, 0, 1.990318
500, 6, 0.6, 1472815, 1413345, 0, 1.832008
500, 6, 0.8, 1471994, 1413345, 0, 1.764297
1000, 1, 0.2, 15012574, 15190371, 0, 3.937006
1000, 1, 0.4, 9284600, 8570154, 0, 4.046202
1000, 1, 0.6, 6839076, 6411581, 0, 3.743887
1000, 1, 0.8, 7113626, 6411581, 0, 3.926992
1000, 2, 0.2, 13334740, 13356727, 0, 4.03285
1000, 2, 0.4, 8393855, 7592040, 0, 3.803015
1000, 2, 0.6, 6384778, 6112598, 0, 4.154205
1000, 2, 0.8, 6613735, 6112598, 0, 3.737926
1000, 3, 0.2, 12910139, 12919259, 0, 3.715277
1000, 3, 0.4, 8070140, 7313736, 0, 4.024982
1000, 3, 0.6, 6226250, 5985538, 0, 4.122972
1000, 3, 0.8, 6428729, 5985538, 0, 4.595757
1000, 4, 0.2, 12808212, 12705290, 0, 3.871918
1000, 4, 0.4, 8021439, 7300217, 0, 3.648996
1000, 4, 0.6, 6358708, 6096729, 0, 4.244328
1000, 4, 0.8, 6555275, 6096729, 0, 5.465031
1000, 5, 0.2, 13530399, 13276868, 0, 3.710985
1000, 5, 0.4, 8477754, 7738367, 0, 3.908873
1000, 5, 0.6, 6617525, 6348242, 0, 3.628969
1000, 5, 0.8, 6783068, 6348242, 0, 3.795862
1000, 6, 0.2, 12456436, 12236080, 0, 3.87311
1000, 6, 0.4, 7920737, 7144491, 0, 3.988028
1000, 6, 0.6, 6374133, 6082142, 0, 3.642082
1000, 6, 0.8, 6431517, 6082142, 0, 3.51429
