instance, k, h, cost, gt, optimal, time
50, 6, 0.4, 24141, 21497, 0, 0.200033
50, 6, 0.6, 15695, 14251, 0, 0.190258
50, 6, 0.8, 14536, 14075, 0, 0.187874
100, 1, 0.2, 159386, 156103, 0, 0.907898
100, 1, 0.4, 94566, 89588, 0, 0.573874
100, 1, 0.6, 74634, 72019, 0, 0.421047
100, 1, 0.8, 76939, 72019, 0, 0.48089
100, 2, 0.2, 131446, 132605, 0, 0.611067
100, 2, 0.4, 79624, 74854, 0, 0.726938
100, 2, 0.6, 61078, 59351, 0, 0.706911
100, 2, 0.8, 62090, 59351, 0, 1.865149
100, 3, 0.2, 141012, 137463, 0, 0.482082
100, 3, 0.4, 87357, 85363, 0, 0.415087
100, 3, 0.6, 70411, 68537, 0, 0.406027
100, 3, 0.8, 70598, 68537, 0, 0.470877
100, 4, 0.2, 140155, 137265, 0, 1.114845
100, 4, 0.4, 99732, 87730, 0, 0.644922
100, 4, 0.6, 75533, 69231, 0, 0.77796
100, 4, 0.8, 83348, 69231, 0, 0.910044
100, 5, 0.2, 133770, 136761, 0, 0.854969
100, 5, 0.4, 86672, 76424, 0, 0.790119
100, 5, 0.6, 59286, 55291, 0, 0.542879
100, 5, 0.8, 57688, 55277, 0, 0.472784
100, 6, 0.2, 142999, 151938, 0, 0.475883
100, 6, 0.4, 91332, 86724, 0, 0.488997
100, 6, 0.6, 67316, 62519, 0, 0.499249
100, 6, 0.8, 67927, 62519, 0, 0.512123
200, 1, 0.2, 533726, 526666, 0, 2.034903
200, 1, 0.4, 325905, 301449, 0, 1.178026
200, 1, 0.6, 264719, 254268, 0, 1.39904
200, 1, 0.8, 267392, 254268, 0, 0.971079
200, 2, 0.2, 570469, 566643, 0, 0.858068
200, 2, 0.4, 363425, 335714, 0, 1.10817
200, 2, 0.6, 277238, 266028, 0, 1.336813
200, 2, 0.8, 283362, 266028, 0, 1.707792
200, 3, 0.2, 524257, 529919, 0, 0.792027
200, 3, 0.4, 348339, 308278, 0, 1.554966
200, 3, 0.6, 267034, 254647, 0, 1.087904
200, 3, 0.8, 274392, 254647, 0, 1.640081
200, 4, 0.2, 613854, 603709, 0, 1.561165
200, 4, 0.4, 397925, 360852, 0, 0.846148
200, 4, 0.6, 305413, 297269, 0, 0.787258
200, 4, 0.8, 312072, 297269, 0, 0.802994
200, 5, 0.2, 553586, 547953, 0, 1.152992
200, 5, 0.4, 332317, 322268, 0, 1.024008
200, 5, 0.6, 271404, 260455, 0, 2.041101
200, 5, 0.8, 271479, 260455, 0, 0.759125
200, 6, 0.2, 505608, 502276, 0, 0.981092
200, 6, 0.4, 313989, 292453, 0, 1.505852
200, 6, 0.6, 249477, 236160, 0, 1.297951
200, 6, 0.8, 262849, 236160, 0, 1.535892
500, 1, 0.2, 3135407, 3113088, 0, 2.669096
500, 1, 0.4, 2016667, 1839902, 0, 2.288818
500, 1, 0.6, 1663678, 1581233, 0, 2.902031
500, 1, 0.8, 1706223, 1581233, 0, 1.728058
500, 2, 0.2, 3615502, 3569058, 0, 3.688097
500, 2, 0.4, 2163875, 2064998, 0, 2.953291
500, 2, 0.6, 1790671, 1715332, 0, 2.373934
500, 2, 0.8, 1864498, 1715322, 0, 2.70009
500, 3, 0.2, 3335496, 3300744, 0, 1.926184
500, 3, 0.4, 2090537, 1909304, 0, 3.597021
500, 3, 0.6, 1735601, 1644947, 0, 3.039122
500, 3, 0.8, 1774418, 1644947, 0, 2.403021
500, 4, 0.2, 3420442, 3408867, 0, 2.604008
500, 4, 0.4, 2092325, 1930829, 0, 2.019167
500, 4, 0.6, 1723174, 1640942, 0, 3.506899
500, 4, 0.8, 1753089, 1640942, 0, 2.340078
500, 5, 0.2, 3363319, 3377547, 0, 3.35288
500, 5, 0.4, 2027917, 1881221, 0, 2.817154
500, 5, 0.6, 1533155, 1468325, 0, 2.046108
500, 5, 0.8, 1586070, 1468325, 0, 3.258705
500, 6, 0.2, 3017814, 3024082, 0, 3.14188
500, 6, 0.4, 1807575, 1658411, 0, 2.496958
500, 6, 0.6, 1472815, 1413345, 0, 2.028227
500, 6, 0.8, 1471994, 1413345, 0, 2.714872
1000, 1, 0.2, 15012574, 15190371, 0, 4.476786
1000, 1, 0.4, 9284600, 8570154, 0, 5.182981
1000, 1, 0.6, 6839076, 6411581, 0, 4.441023
1000, 1, 0.8, 7113626, 6411581, 0, 3.493071
1000, 2, 0.2, 13334740, 13356727, 0, 4.036903
1000, 2, 0.4, 8393855, 7592040, 0, 4.97508
1000, 2, 0.6, 6384778, 6112598, 0, 3.810644
1000, 2, 0.8, 6613735, 6112598, 0, 5.651236
1000, 3, 0.2, 12910139, 12919259, 0, 4.526138
1000, 3, 0.4, 8070140, 7313736, 0, 3.538847
1000, 3, 0.6, 6226250, 5985538, 0, 4.146099
1000, 3, 0.8, 6428729, 5985538, 0, 5.180836
1000, 4, 0.2, 12808212, 12705290, 0, 3.995895
1000, 4, 0.4, 8021439, 7300217, 0, 5.622149
1000, 4, 0.6, 6358708, 6096729, 0, 4.522085
1000, 4, 0.8, 6555275, 6096729, 0, 4.539013
1000, 5, 0.2, 13530399, 13276868, 0, 5.185127
1000, 5, 0.4, 8477754, 7738367, 0, 3.411293
1000, 5, 0.6, 6617525, 6348242, 0, 4.332066
1000, 5, 0.8, 6783068, 6348242, 0, 5.630016
1000, 6, 0.2, 12456436, 12236080, 0, 3.504276
1000, 6, 0.4, 7920737, 7144491, 0, 5.039215
1000, 6, 0.6, 6374133, 6082142, 0, 8.197784
1000, 6, 0.8, 6431517, 6082142, 0, 4.451752
