instance, k, h, cost, gt, optimal, time
50, 2, 0.2, 33130, 33637, 0, 0.41008
50, 2, 0.4, 21315, 19279, 0, 0.792742
50, 2, 0.6, 14573, 14231, 0, 0.429153
50, 2, 0.8, 14739, 14132, 0, 1.785755
50, 3, 0.2, 39048, 37641, 0, 0.304937
50, 3, 0.4, 24421, 21353, 0, 0.32711
50, 3, 0.6, 17806, 16497, 0, 0.406981
50, 3, 0.8, 17484, 16497, 0, 0.761986
50, 4, 0.2, 31818, 30166, 0, 0.399113
50, 4, 0.4, 19335, 17495, 0, 0.368834
50, 4, 0.6, 14771, 14105, 0, 0.369072
50, 4, 0.8, 14942, 14105, 0, 0.37384
50, 5, 0.2, 33499, 32604, 0, 0.356197
50, 5, 0.4, 20528, 18441, 0, 0.363588
50, 5, 0.6, 15042, 14650, 0, 0.411272
50, 5, 0.8, 15455, 14650, 0, 0.423908
50, 6, 0.2, 40183, 36920, 0, 0.344038
50, 6, 0.4, 25438, 21497, 0, 1.08695
50, 6, 0.6, 15695, 14251, 0, 1.358032
50, 6, 0.8, 14536, 14075, 0, 0.291109
100, 1, 0.2, 159386, 156103, 0, 0.571728
100, 1, 0.4, 95420, 89588, 0, 1.22714
100, 1, 0.6, 74634, 72019, 0, 2.257109
100, 1, 0.8, 76939, 72019, 0, 0.504017
100, 2, 0.2, 133472, 132605, 0, 1.217127
100, 2, 0.4, 81339, 74854, 0, 0.553846
100, 2, 0.6, 61078, 59351, 0, 0.779867
100, 2, 0.8, 62090, 59351, 0, 0.50807
100, 3, 0.2, 141151, 137463, 0, 1.704931
100, 3, 0.4, 87508, 85363, 0, 0.519037
100, 3, 0.6, 70411, 68537, 0, 1.266003
100, 3, 0.8, 70598, 68537, 0, 0.614882
100, 4, 0.2, 140155, 137265, 0, 0.984907
100, 4, 0.4, 100371, 87730, 0, 1.039267
100, 4, 0.6, 78007, 69231, 0, 0.625849
100, 4, 0.8, 83348, 69231, 0, 0.766277
100, 5, 0.2, 133770, 136761, 0, 0.64826
100, 5, 0.4, 86816, 76424, 0, 1.068115
100, 5, 0.6, 59445, 55291, 0, 0.881195
100, 5, 0.8, 57688, 55277, 0, 1.144886
100, 6, 0.2, 144304, 151938, 0, 0.883102
100, 6, 0.4, 97347, 86724, 0, 0.912189
100, 6, 0.6, 67316, 62519, 0, 1.282215
100, 6, 0.8, 67927, 62519, 0, 0.763893
200, 1, 0.2, 536609, 526666, 0, 0.8111
200, 1, 0.4, 332614, 301449, 0, 0.818968
200, 1, 0.6, 264719, 254268, 0, 0.80514
200, 1, 0.8, 267392, 254268, 0, 0.725985
200, 2, 0.2, 577770, 566643, 0, 0.784874
200, 2, 0.4, 366224, 335714, 0, 1.147032
200, 2, 0.6, 277494, 266028, 0, 1.478195
200, 2, 0.8, 283362, 266028, 0, 1.379013
200, 3, 0.2, 526782, 529919, 0, 0.895023
200, 3, 0.4, 357479, 308278, 0, 0.924826
200, 3, 0.6, 268388, 254647, 0, 0.946045
200, 3, 0.8, 274392, 254647, 0, 0.850916
200, 4, 0.2, 620509, 603709, 0, 1.055956
200, 4, 0.4, 405523, 360852, 0, 0.94223
200, 4, 0.6, 310962, 297269, 0, 1.292944
200, 4, 0.8, 312072, 297269, 0, 1.080036
200, 5, 0.2, 560480, 547953, 0, 1.116276
200, 5, 0.4, 341926, 322268, 0, 0.895262
200, 5, 0.6, 271404, 260455, 0, 0.945807
200, 5, 0.8, 271479, 260455, 0, 1.08695
200, 6, 0.2, 518608, 502276, 0, 0.981808
200, 6, 0.4, 317343, 292453, 0, 1.00112
200, 6, 0.6, 250666, 236160, 0, 1.196146
200, 6, 0.8, 262849, 236160, 0, 1.174212
500, 1, 0.2, 3156841, 3113088, 0, 2.180099
500, 1, 0.4, 2033561, 1839902, 0, 1.788139
500, 1, 0.6, 1664860, 1581233, 0, 2.268791
500, 1, 0.8, 1706223, 1581233, 0, 3.036022
500, 2, 0.2, 3616443, 3569058, 0, 1.99604
500, 2, 0.4, 2167647, 2064998, 0, 2.003193
500, 2, 0.6, 1791141, 1715332, 0, 2.663851
500, 2, 0.8, 1864498, 1715322, 0, 2.038956
500, 3, 0.2, 3352898, 3300744, 0, 2.310753
500, 3, 0.4, 2105852, 1909304, 0, 2.001762
500, 3, 0.6, 1735601, 1644947, 0, 1.77598
500, 3, 0.8, 1774418, 1644947, 0, 2.265215
500, 4, 0.2, 3421259, 3408867, 0, 3.802061
500, 4, 0.4, 2092450, 1930829, 0, 2.072096
500, 4, 0.6, 1723174, 1640942, 0, 2.047062
500, 4, 0.8, 1753089, 1640942, 0, 1.876831
500, 5, 0.2, 3367972, 3377547, 0, 1.758099
500, 5, 0.4, 2052077, 1881221, 0, 1.958132
500, 5, 0.6, 1537573, 1468325, 0, 1.85585
500, 5, 0.8, 1586070, 1468325, 0, 1.802921
500, 6, 0.2, 3029979, 3024082, 0, 1.991987
500, 6, 0.4, 1819776, 1658411, 0, 2.221823
500, 6, 0.6, 1472815, 1413345, 0, 1.779079
500, 6, 0.8, 1471994, 1413345, 0, 1.785278
1000, 1, 0.2, 15083812, 15190371, 0, 4.074574
1000, 1, 0.4, 9322016, 8570154, 0, 3.80373
1000, 1, 0.6, 6852678, 6411581, 0, 3.711939
1000, 1, 0.8, 7113626, 6411581, 0, 3.473282
1000, 2, 0.2, 13334740, 13356727, 0, 3.837109
1000, 2, 0.4, 8393855, 7592040, 0, 4.267931
1000, 2, 0.6, 6388207, 6112598, 0, 5.987167
1000, 2, 0.8, 6613735, 6112598, 0, 4.533052
1000, 3, 0.2, 12929500, 12919259, 0, 3.587008
1000, 3, 0.4, 8119984, 7313736, 0, 6.075144
1000, 3, 0.6, 6229096, 5985538, 0, 4.698038
1000, 3, 0.8, 6428729, 5985538, 0, 3.852129
1000, 4, 0.2, 12828164, 12705290, 0, 3.937006
1000, 4, 0.4, 8022970, 7300217, 0, 3.773928
1000, 4, 0.6, 6359756, 6096729, 0, 4.03595
1000, 4, 0.8, 6555275, 6096729, 0, 3.428936
1000, 5, 0.2, 13539788, 13276868, 0, 4.096985
1000, 5, 0.4, 8478540, 7738367, 0, 3.567219
1000, 5, 0.6, 6618206, 6348242, 0, 3.401995
1000, 5, 0.8, 6783068, 6348242, 0, 3.675938
1000, 6, 0.2, 12460774, 12236080, 0, 3.678799
1000, 6, 0.4, 7922058, 7144491, 0, 6.327868
1000, 6, 0.6, 6374133, 6082142, 0, 3.74794
1000, 6, 0.8, 6431517, 6082142, 0, 3.609896
