instance, k, h, cost, gt, optimal, time
50, 1, 0.2, 43834, 42363, 0, 0.519037
50, 1, 0.4, 25591, 24868, 0, 1.08099
50, 1, 0.6, 20467, 17990, 0, 0.466108
50, 1, 0.8, 21351, 17990, 0, 2.720833
50, 2, 0.2, 32934, 33637, 0, 0.505924
50, 2, 0.4, 20386, 19279, 0, 0.515699
50, 2, 0.6, 14554, 14231, 0, 0.337839
50, 2, 0.8, 14729, 14132, 0, 0.402927
50, 3, 0.2, 38494, 37641, 0, 1.28293
50, 3, 0.4, 22351, 21353, 0, 0.351906
50, 3, 0.6, 17797, 16497, 0, 0.346184
50, 3, 0.8, 17548, 16497, 0, 0.365734
50, 4, 0.2, 30549, 30166, 0, 0.370979
50, 4, 0.4, 19268, 17495, 0, 0.798225
50, 4, 0.6, 14706, 14105, 0, 0.520945
50, 4, 0.8, 14972, 14105, 0, 0.406981
50, 5, 0.2, 33505, 32604, 0, 0.337124
50, 5, 0.4, 19438, 18441, 0, 0.411272
50, 5, 0.6, 15008, 14650, 0, 0.392914
50, 5, 0.8, 15555, 14650, 0, 0.504971
50, 6, 0.2, 38631, 36920, 0, 0.840902
50, 6, 0.4, 24160, 21497, 0, 0.513077
50, 6, 0.6, 15658, 14251, 0, 0.349045
50, 6, 0.8, 14545, 14075, 0, 0.342131
100, 1, 0.2, 161817, 156103, 0, 0.836134
100, 1, 0.4, 94688, 89588, 0, 0.535965
100, 1, 0.6, 74673, 72019, 0, 0.617981
100, 1, 0.8, 77052, 72019, 0, 0.859022
100, 2, 0.2, 134078, 132605, 0, 0.462055
100, 2, 0.4, 79954, 74854, 0, 0.890255
100, 2, 0.6, 61021, 59351, 0, 0.561953
100, 2, 0.8, 62325, 59351, 0, 1.063108
100, 3, 0.2, 143479, 137463, 0, 0.506878
100, 3, 0.4, 87346, 85363, 0, 0.499964
100, 3, 0.6, 70528, 68537, 0, 0.71311
100, 3, 0.8, 70628, 68537, 0, 1.016855
100, 4, 0.2, 138972, 137265, 0, 0.571966
100, 4, 0.4, 100026, 87730, 0, 0.629902
100, 4, 0.6, 75238, 69231, 0, 1.407862
100, 4, 0.8, 83513, 69231, 0, 0.724792
100, 5, 0.2, 135124, 136761, 0, 0.770092
100, 5, 0.4, 85161, 76424, 0, 0.576019
100, 5, 0.6, 58986, 55291, 0, 0.77796
100, 5, 0.8, 57928, 55277, 0, 0.544071
100, 6, 0.2, 145154, 151938, 0, 0.836134
100, 6, 0.4, 91927, 86724, 0, 0.567913
100, 6, 0.6, 67130, 62519, 0, 0.565052
100, 6, 0.8, 68183, 62519, 0, 0.531912
200, 1, 0.2, 532278, 526666, 0, 1.564026
200, 1, 0.4, 327790, 301449, 0, 1.00112
200, 1, 0.6, 264424, 254268, 0, 0.869036
200, 1, 0.8, 267683, 254268, 0, 1.00112
200, 2, 0.2, 576028, 566643, 0, 0.94986
200, 2, 0.4, 355478, 335714, 0, 0.9799
200, 2, 0.6, 276981, 266028, 0, 0.932932
200, 2, 0.8, 283981, 266028, 0, 1.023054
200, 3, 0.2, 525107, 529919, 0, 0.874043
200, 3, 0.4, 350741, 308278, 0, 0.895023
200, 3, 0.6, 266675, 254647, 0, 0.950813
200, 3, 0.8, 274853, 254647, 0, 0.882864
200, 4, 0.2, 621628, 603709, 0, 0.888824
200, 4, 0.4, 394920, 360852, 0, 0.866175
200, 4, 0.6, 305847, 297269, 0, 0.757933
200, 4, 0.8, 312477, 297269, 0, 0.836849
200, 5, 0.2, 555473, 547953, 0, 0.836134
200, 5, 0.4, 333014, 322268, 0, 0.783682
200, 5, 0.6, 271467, 260455, 0, 1.173019
200, 5, 0.8, 271992, 260455, 0, 0.971079
200, 6, 0.2, 512728, 502276, 0, 1.487255
200, 6, 0.4, 315631, 292453, 0, 0.77796
200, 6, 0.6, 249402, 236160, 0, 0.841141
200, 6, 0.8, 263941, 236160, 0, 1.016855
500, 1, 0.2, 3171496, 3113088, 0, 4.611015
500, 1, 0.4, 1995140, 1839902, 0, 2.166033
500, 1, 0.6, 1663604, 1581233, 0, 2.116203
500, 1, 0.8, 1710408, 1581233, 0, 2.308846
500, 2, 0.2, 3604288, 3569058, 0, 3.587961
500, 2, 0.4, 2171200, 2064998, 0, 3.035784
500, 2, 0.6, 1791011, 1715332, 0, 3.675938
500, 2, 0.8, 1869938, 1715322, 0, 3.10421
500, 3, 0.2, 3383152, 3300744, 0, 2.185822
500, 3, 0.4, 2086059, 1909304, 0, 2.145767
500, 3, 0.6, 1734374, 1644947, 0, 2.002954
500, 3, 0.8, 1776357, 1644947, 0, 2.123833
500, 4, 0.2, 3455020, 3408867, 0, 3.329992
500, 4, 0.4, 2089003, 1930829, 0, 2.274275
500, 4, 0.6, 1721787, 1640942, 0, 2.058029
500, 4, 0.8, 1755345, 1640942, 0, 2.230883
500, 5, 0.2, 3359561, 3377547, 0, 5.231142
500, 5, 0.4, 2015357, 1881221, 0, 2.254248
500, 5, 0.6, 1534243, 1468325, 0, 1.994848
500, 5, 0.8, 1590147, 1468325, 0, 1.884937
500, 6, 0.2, 3052454, 3024082, 0, 1.909971
500, 6, 0.4, 1786892, 1658411, 0, 1.921177
500, 6, 0.6, 1472388, 1413345, 0, 1.69611
500, 6, 0.8, 1473832, 1413345, 0, 3.090858
1000, 1, 0.2, 15077620, 15190371, 0, 3.529787
1000, 1, 0.4, 9239600, 8570154, 0, 3.84593
1000, 1, 0.6, 6846809, 6411581, 0, 7.526159
1000, 1, 0.8, 7131212, 6411581, 0, 4.380941
1000, 2, 0.2, 13289725, 13356727, 0, 3.823042
1000, 2, 0.4, 8254855, 7592040, 0, 3.73292
1000, 2, 0.6, 6385093, 6112598, 0, 3.711939
1000, 2, 0.8, 6625110, 6112598, 0, 3.606081
1000, 3, 0.2, 13070125, 12919259, 0, 3.691196
1000, 3, 0.4, 8028587, 7313736, 0, 3.957033
1000, 3, 0.6, 6222362, 5985538, 0, 3.637075
1000, 3, 0.8, 6443114, 5985538, 0, 3.935099
1000, 4, 0.2, 12922791, 12705290, 0, 3.722906
1000, 4, 0.4, 7890620, 7300217, 0, 3.471136
1000, 4, 0.6, 6356385, 6096729, 0, 3.855944
1000, 4, 0.8, 6567388, 6096729, 0, 3.307104
1000, 5, 0.2, 13545426, 13276868, 0, 10.581017
1000, 5, 0.4, 8351167, 7738367, 0, 4.311085
1000, 5, 0.6, 6613879, 6348242, 0, 3.661156
1000, 5, 0.8, 6796088, 6348242, 0, 3.584146
1000, 6, 0.2, 12494411, 12236080, 0, 3.479004
1000, 6, 0.4, 7915368, 7144491, 0, 3.838062
1000, 6, 0.6, 6371022, 6082142, 0, 3.289223
1000, 6, 0.8, 6444753, 6082142, 0, 3.614902
